id	text	sentiment
13705	yesto life partner ta bhagyale pawxa honestly great husband.... galti mad garnu ni thulo mutu hunu parxa..... stay happy together	Positive
31687	india ko artistc le nepali artistc lai auta lai ni chandai na tara hamro nepali artistic bhane chai marinate garxa ............hahaha	Negative
23637	nepali vasa lai naygarera bolane pahilo miss nepal 🙏❤️❤️❤️❤️❤️	Positive
10871	truely deserve title of season binisha ❤️	Positive
13039	arko episode herdaina aba with out team sebi 👍	Negative
25838	yo jokar lai balla thick garnu vayo salam dipendra sir	Negative
23598	what’s a amazing performance parmita and amit team 👏🌸💜	Positive
13055	ganja fuke aayahe like a psycho	Negative
18141	milnu bhayeko maa congralucation	Positive
13976	bichari pidit raixin ni negative cmt nagaram na hou	Neutral
23628	good garnu vayo npal pulishle	Positive
12960	banned this ap1 channel, euta live dekhauna sakdaiina thu	Negative
25909	arko season ma jasari ne one of the choreographer amit bk ne hunu parxhha	Neutral
27392	kati ramro bolnu vako yo didile....tq so much....good	Positive
18476	yo pachada marna parcha. they need to be jailed.	Negative
23897	aama hjr jaste bujne sasu khaha hunaxnrw badae x hjr lae kati bujne sasu 😚	Positive
25104	oh my god kati bujni bachha haru god bless u my cutest child	Positive
11284	bichara babu sano mai anarth vyo 😭	Neutral
18983	bihe nei garne ho vane living together maa basda no problem 😌	Positive
12815	sai ho sir nagarikta bidek kharej gar no spp no mcc	Neutral
13529	💚😊 mero ni sapana xa bullet chadhne #aama ❤	Neutral
20326	bk ji alik question shodhna tarika vayana xey alik respect garara bolnu ni	Negative
22461	freedom of speech ko matlab yo ho ra...😬	Neutral
10298	dr karmacharya 100 year paxi ko pusta ko lagi bolirahanuvayeko xa i agree with you 🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾	Positive
12544	long shot ma pani ali practice garnu paryo	Neutral
31032	team sunitos ko performance very nice 20/30 choti heri sake maile ta guys	Positive
19004	des ko maya raja lainai huncha	Neutral
23215	dadeldhura ko voters gotta realise that karma is in favor of nepal politics this time....the rest is yours ...sochnu hola	Neutral
15059	be strong sister 🙏🏼😢	Neutral
12782	khas jt ko thik thiyu profamaos t r sbai ko	Neutral
16373	madhu chhetri 100% right hunuhunx tyo dinko 2 hour 34 minet ko live purai here ko ho maile galti tyo nramro comment grne ko ho	Positive
18988	ambulance driver ni manxay ho government lay wonaru lai pani safety dinu paryo ni ta.	Positive
11975	tiktok star show chalaye vaigo	Neutral
24040	all the best ktm basi le 1 mauka dinus 😍	Positive
13332	call anish lamichane also sapkota g ❤	Neutral
12168	bhaju ko haso man pro	Positive
27353	parashmani smae hear i want tock u my fb account lucky k subedi my no 7820828677	Neutral
26822	saugat please cut your jungaa 😭	Neutral
12495	best mp in nepal raj sharma plz give him one chance everyone good luckk oliiii baaaa ⚡️⚡️	Positive
31030	bichara dai roko dekher chitta dukhyo.b strong dai	Neutral
17233	plz yo ghar ko manxe koho kasko under ma xa yo ghar ma linu tayar xu cont plz 8494076591 india ko no ho	Neutral
17345	uffed yesto din kosaiko naayous plz didi baine peda vayo hww 🥲	Neutral
22449	be strong manish dai hami hjurko saathma xau hijo pani thiyau ajani xau voli pani hunexau ❤	Positive
16750	nepal ma kena yeti besii yestoo vakoo kanooon darooo bananu parniii	Negative
12867	yo tw audience ko decision ho asphota ko yo tarika dekhda save bhayka competitors lai kasto feel bhayo hola xiiiiiiiixiiiiiiiiii	Negative
24748	good job ❤. nepal paribartan huna parchha .	Positive
17520	sanatinalai xoddaina nepal policele.	Negative
21072	beauti with brain miss shrinkhala khatiwada 💙	Positive
24145	vimsen daiko vilen dar lak xa	Neutral
16908	3. patrakar sakesamma neutral vaera present hunupar6, analysis public le garda ramro hola	Neutral
18322	ali tadha vayo camera please yeslai milaunu hola	Neutral
20983	wowo yo voice haru kati bako thiyo nasunne ko balla aja sunnu payo i'm so happy	Positive
23776	pagal rahix safal radi	Negative
14336	nepal ko manxe india ma aru country kina janu teso va kina movie tera chi english words used hunxa ?????????	Neutral
10453	next rajendra mahato 🤣	Neutral
17395	khate haru chunab ko bela uml communist and cingress vandai vote denxau ani 5 barsha runxau. 4.11 yrs buddhi aaux ani last ek months rakshi r paisa le buddhi vutx ani feri tei dohorinx. thekai t ho ni yettiko tw	Negative
23361	struggle garda eklai ani successful vayexi manxe jhumine absolutely 💯 right	Neutral
19710	patrukar mg tero budiko number de na mw phone garxu	Negative
31686	terima fataaa keta moj garer alpatra parne ..	Negative
23668	so rude host unexpected from bristi subba bristi ko anuhar ma purai riss dekhinxaa yo show ma hope u learn respect	Negative
31015	baby ra babyko babako aatmale sadhai sarapne chha nirdahilai god bless u baby	Negative
11255	nepali youtuber ko lagi aba new project aayo hai 😂	Neutral
26608	sala ko ho yo chor buwan bhatta 🤬😡	Negative
13102	dai po vai jasto deginu bhyo	Neutral
13615	aja 21 sau satabd	Neutral
10418	justice for furpa dai be strong daju	Positive
26845	hoit aja ko abiral ko performance op	Positive
22125	directly ah didi bhan thea but love paryo bhannu ni 🙄 lol 😂	Neutral
23210	sound recording gareko cha ra mobile bata??	Neutral
10989	maya le vhanerw nw vhako hjr harulai	Negative
14053	but 11 no jersey amisha ho ki anita	Neutral
16705	madan jee program ramro sang hear nu sala camera person focus gareko garei	Negative
13992	manki manjari is released ❤️	Neutral
27166	durgesh bastola le yo video herna jaruri xa miss u pwan	Neutral
26139	hoina yo sister le ta afai ako vanthyo ta in hotel video with peace ✌🏻.kuro k ho?	Neutral
24107	ma sad 😢 vaya sis hjr ko pida sunera 😭	Neutral
25027	absolutely great smita le galat bata thulo path siknu never thought again and again...	Positive
17204	kasto ustai ustai muji haru	Negative
20413	netaharu sabai choravaya. king is king	Negative
11707	kati overacting garna sakekooo	Negative
27200	aama vaneko aama hun....salute to u sister 😘	Positive
19638	ek dam good kaam garyo to polishle	Positive
22682	bodo ley pasupati ma hugeney re 15:45	Negative
13199	ganesh shere prachande makune out nvy samm nepal kahile uvo lagdain	Negative
18793	ajai pni time xa auta orphan laai neta banu tara family wala lai beta na banu	Neutral
26719	so cute dahal g	Positive
20325	viting out xito vayo haina rw alik 2/3 hapta tw sikne chance denu parne ho	Neutral
10124	yo suyog herna suyog irritated vocal lmao	Negative
23149	yi sis ko cell no.vaye pau na.	Neutral
17337	yo concept kasko ho amazing 👏	Positive
10646	xi namard nai rahex	Negative
23170	nepali movie hindi dubb ma india ma chalaunu ek dam ramro ho but nepali movie hindi dubb nepal ma chalaunu and pura facilitie magnu galat ho .	Neutral
27746	wow super move ma yasto geet gauchu 2 pull binita sarma	Positive
20245	dhoti harlai mara mara madhar cut .. nepalma je greni calxa calnut. sab. lutera cor matra xa.	Negative
22505	in bangla team u19 match palyed palyers also there 😆🤣	Neutral
26063	ramri bunu 😍 and family	Positive
14329	yasto drama le movie chaldaina	Negative
18489	mistake sb ko hunxa..	Neutral
10306	khusi ko mahol ma yo music 🎶 milena match vayena	Negative
27599	yo word no 1 ko adhyecxe t kura kasto ulto boldo rahecxa	Negative
22208	kunchai pashu haru ho yesto ramro kala gala bhayeko manxheko khedo garne!dipendra newar is very good singer 👩‍🎤 😍🙏💝!be strong 💪 sis 💕❤️	Positive
24004	jhyp vay jasto xa	Negative
15374	hamro nepal ko super hit singer super cute jodi mitho marmik geet sangeet.	Positive
10440	j vayeni, durga parsai is pride of purba jhapa.	Positive
31893	gaire ko budi lai next flim ma heroin banauchu vanera raj dahal le vane jasto cha phone garera	Neutral
10345	tara yo manis ko lagi dharai imp kura ho....sex vanna kura sex na vaya samaj ma rape huna bikarti failncha.....so certified sex worker lai khula garnu parcha	Neutral
25239	herdai chor justo press sallkhar thukka tero anuhar aina ma her ta chor ta aafai tarchenchas	Negative
31807	2022, ra 2023 ko sabai bhanda best interview	Positive
19606	sabai ko pastutile ruwayo	Neutral
25052	ma hajur ko new sathi ho hai malai ni sathi banaunu hai mero video herera sath dinu hai please iwill suport you	Positive
18495	umesh shrestha ni vuwan kharel ko manxe hoi kya ho 🤣	Negative
14166	thukka buddi 😂👌 ending dami	Negative
14720	nepal chanel harule kam payenan futpqt bata jo ni uthaidine viral banaidine na talent xa bhag	Negative
24911	aba news24 channel unsubscribe garinxa xoro le ganesh dai bina ko channel hamilai hernu xaina	Neutral
14039	good gabaf bhini haru	Positive
17944	baba ko anuhar bhayka xori bhagyamani hunxan vaneko sunte ho rahixa baba xori ko anuhar sem 2 sem ♥️♥️♥️	Positive
26204	bhattrai sir ko ali tarka namileko jesto lagyo. cholendra samsher ra sambaidanik ejalash le sahi bishleshan garnu bhayo. dhanyabad. 🙏. phuyal sir ko tarka theek lagyo. thank you tikaram sir.	Positive
15774	thumbnail vayeeni ita totally nonsense heading j story ho tei heading halda ali ramro hola as per my view 😐	Negative
19161	"this is all done by purba sachip "" i guest"""	Neutral
16467	jo out hune thiyo tyo vaina, jo nahunu parne tyo vayo, voting round suru vay paxi paisa ra pahuchko khel suru hunxa	Negative
12635	jasle j vane ni pramod le jasto best coach kasle ni gardaina he is best best best multi talented coach pramod	Positive
25029	tyo bank ko credit chai tyo manche lai nai tiraunu hola. tyo tapai ko duty hoina ra natirnus.	Neutral
13248	317k subscribers pauna lai matra interview linu bhanda halka help garnu tik hola	Negative
21554	lagend vanya lagend naii hudo rahexa kasto mitha mitha kura bichar dharana...salute the oll lagend actor	Positive
15528	this is really amazing love..first time kasaile sacho maya gareko dekhe.. i really proud of manu dii because kohi ta rahix mayako kadar garne yo world ma ..may god bless you more and more...	Positive
13339	nepal ma porn banned vayera k vayo? dancing stars xadei xa ni	Negative
18538	handwriting vanda manxe ramro xa vanya 🙏❤️	Positive
10386	dhamalako dimag nai xaina	Negative
12578	aabo indian lai poni passport chaene garawnu porxa n boarder haru poni aabo khlna garnu hudaina	Neutral
22537	aile ko abasthama ambulance driver dekhi hospitalko sabai staff lai safety guard huna jaruri cha ra jantale pani sewa paunu parcha	Neutral
10945	yo ketiko 100% galti xa hera akting	Negative
18600	😂 ssad news.piditharu lai sarkarbata kehi rahat milos	Neutral
31054	aba yesto vayapaxi aba hami bahira basni ko halat k banaidini hun fu** you safal bitch	Negative
22039	ghar thulo vay ni mn xaina raix	Negative
27273	ma korea bata herdai xu.malai man hero haru.	Neutral
27342	gyanedrw sir ponii hunnu parne ho yrr	Neutral
22989	kusume rumal pni hindi dove xa ni ta ho sir kati lyang lyang ho sudip dai	Negative
12296	kasto ramro kura garnu vako nice ❤️❤️	Positive
24759	yuba neta jindabad 🇳🇵🇳🇵	Positive
21581	ukraine ko president poni comedian thiyo tara affno desh konmuhar fernw ko lagi affai uthnu vayo rw ladaii samma poni testai birat dai poni	Positive
15737	jayalaladhikari. gorkha ma amalay ko umeadawar good parchand ko cam. no	Neutral
22467	bishal vai jasta manabta bachairakhne pratinidhi patrajaru lai rajyale samman garnuparxa thank you for the great job bro...	Positive
21834	soni ko dardanak ruwai 1.07.08 le atti man chhoyo. reality ma pain kasto hunxa vanne khalko bujhaunu bho. urusha, m never judging you from now on. didnt like ur thing before but ur outcry for ur sister gave me goosebums. u are super honest abt life. cudnt control but cry with you. 😭🙏	Neutral
25060	aashu aayo mero friends crew ko dance dekher aaj baat big fan 😍 lots ❤ of love	Positive
11801	13:00 😂 maile ta rocket hola bhaneko ta rafting boat po ?? 😂	Neutral
17045	police ley kati ramro sanga samjhaunu vx. neyem bnesakyo t follow garauna hjr. ani hami afae vnxm nepal ko ko neyem kada xoina vnera. todne nae hami kasare strick hunx rules.	Negative
16014	not only janamat party, two other madhesh-based parties—janata samajbadi and loktantrik samajbadi—are also bringing up the citizenship issue as a precondition to supporting a new government.	Neutral
12328	bichara kati cute xori ani yeti handsome husband.	Positive
26966	very happy to see nepali but listening ko lagi cochlear implant huncha jasley garda she can hear better	Neutral
11083	god jasto sister lai salam xa	Positive
24580	salon is so funny kya ramailo	Positive
16282	this man really nepali man	Positive
31393	maya k ho sodha daju lai ❤️🥺	Neutral
21693	salut xa dipendra dailai yestaii ramroo kam gardaii janu best of luck	Positive
22463	i like her because of sisan daa 😍	Positive
12447	afanu nepali cheli bhaneko nepali cheli haru hun yes well done krishma 🇳🇵💟👫✊	Neutral
15822	offffffffff natak po raixa	Negative
26338	katwal janw vo yaspali ko election ma khola tira. ......	Negative
25856	hajurko hospital ko address dinusna plz	Neutral
14530	yo interview line bhai pani kam chaina..holywood ko actor edward fox jasto lagcha.....	Positive
27465	kati thulo soch vaheko manchu haru chan .so happy so see them getting married again .huge respect to ronit and his mother .	Positive
12506	taila khub bolis 61 62 year sma indian language taila bolako thyis vane kena chatak dakhako xes mggg tw lai rip tero sabi intrivew ma cmt mero rip tero tyo indian language intrivew ma nabol tw ja ke india ke tw indin language nabol tali kun hak xoina nepali bolna ja dhotti alisha chaudhary kun mukh la vanxes tw nepali challi hos vynrw	Negative
14315	koile dekhi aaunxa voice of nepal	Neutral
20520	dami x maile here badaix piyara jodilai	Positive
21943	goodmorning from tamilnadu chennai	Neutral
12087	krishma anish wow super no 1 performance love u krishma dd keep it up hami xau tapilai sath dine 👏	Positive
19788	manxe ni ramri lagx tw malai tw	Positive
17044	thuka khata ho das ko gamin lutada vhupa	Negative
11419	khatra yar ma ta ekdam impress vaye n she is so beautiful	Positive
27183	abisha didi lai kapal badheko suhaudo raixa ❤️❤️	Positive
24572	😂 kati video xa re top 10 vane paxi 20 wata video xa hola tw 😂	Neutral
27287	kura ghaumauna janxau sir g	Negative
19912	kasto genuine manche wahan. bol ma shringar-patar chaina. so honest. much love and best wishes dai.	Positive
18437	boli anusar kaam garyo bhane next prime minister of nepal 🇳🇵	Positive
25877	yo fuskeko reporter ho...pagl	Negative
18232	imagine garnai garo. bichara laure le mawn samhalna saknu thulo dhyireta..... salute laure 🙏🏾🙏🏾🙏🏾	Neutral
13726	sala paji aile natak garxas mug	Negative
23436	mata g ko ghar kun thau ho ktm ma	Neutral
12922	raj sapkota is great 👍 rupak rokka frist time hola ramro sanga interview leko nebangi kina good job rokka ji 🤗	Positive
14995	45:25 bijay talks about nischal basnet.	Neutral
16545	asto muji khatini lai mata re haha nice joke	Negative
13867	mero ghr ma aayush nam ko kukur xa sem asko jstoe thukka gautam kukur	Negative
23719	be strong dear be brave dear 🤔😥 hajurlai asto tanab duniharu lai police riport garnus kin asto sajay auti nepali bari lai 🤔😥❤	Neutral
17478	harek mod ma timlai safalta milos	Positive
23457	yetika sal deki america basnu vako vai le yeti ramro nepali bonu vako x salam kin ni english mix xain best of luck	Positive
17888	himmat wala baini. welldone	Positive
15468	nabirsanu hola garuwa chok ma lagne aaitbar ko bajar ani taksi ko paxadi jundiyera sanchre bajar gayeko birtamoth gayeko barkha ko time ma tanting biring khola ko vell badi hiudo ko time ma dhulai sari hai but there place that is time i love 😘	Neutral
24335	no matter makeup/widout makup ..resa j gardani luking beautiful....hunata jibesh sanga no. 1 jodi lagx	Positive
27893	manish akdam sahi ho ❤ lots of love manish	Positive
10272	"that plane was stalled. why it stalled?"" speed napugyko"" it was pilot or technical faulty? "" plane was nt well maintained? corrupted country ma jay vany ni hunxa. tytiekie blacklisted hudaina... pahily theyna ahily xa...why? kingdom huda jata pani access pauny, ahily khatam huny. question is there... worthless"	Negative
26972	man parne manxe u r great dai	Positive
25808	aliza ji looking beautiful best of luck	Positive
21802	all the best sishir bhai...well experienced and deserving 👏 👍	Positive
26319	binod sir hajur ko tarif garne sabda nai vetima anywayz nanu ko janma din rahexa happy birthday nanu atti nai cute xa nanu lob u 😘♥️♥️♥️	Positive
10757	4:58 the boy came and he be like..k bandai xa yo le?😂 hasauxa yaar	Neutral
18906	sachikai ruwayo hjrko pida le be strong sis	Neutral
15397	aru kehi hoina sabai mg aayush le ho mc ni	Negative
19506	waw waw waw khusile mero aakha rasayo	Positive
11724	beautiful interview thank you team and love life ma halka conservative lagyo ... should open yourself	Positive
15619	please once check siraha mirchayia hospital	Neutral
26885	dinesh sunar’s name has been officially changed to “narad muni” as of yesterday.	Neutral
16237	hindi movie bhanirako xan	Neutral
25861	congratulations aaishma doing great job	Positive
12692	birat ko family ko introducing 🤣	Neutral
17164	jokkar aayo sarkas maa haa ha ha 😠	Negative
16372	last performance lye goosebumps aayo vanya haii 🔥✌️❤️😘 keep going sister 🌈🌌😍	Positive
12630	1st time mandal ko show pura heriyo kati bela time sakiyo thahai vayan, 1st pream geet dekhi nai dipesh in my best favorite crush ❤ aba monday ticket book garinx ani 1st day mai majjale herinx 🥰 hall dubai 😊	Positive
20390	i hope paramita jodi wins all the best 💕	Positive
26691	daami daami buddhi daii 😊😂	Positive
16269	i am frist views and please prisma princy manjiil sameer ko interview chaiyo	Neutral
16840	aama ko man kati mhan hunxa hai 😭 😭	Neutral
17733	kina aasu bagaunu yesto manxy ko lagii be strong hhr 🙏😪	Neutral
11060	mahanayak rajesh hamal and dhiren sakya sir lai sangai yo show ma herna chahanxau. all nepali will be very happy. plz sir. it will be great moment .	Neutral
19364	5:46 min ma video pause gare raw harenu ta leopard jasto cha.	Neutral
18614	bhai k canada maan parera hoki canada rtrns hoki canada pidit vayera name canada nepal rakheko??	Neutral
18270	jabo gaza ko pache knw lagako ghas tw hone vastachare lai pakadwa nw sarkar	Negative
19335	bolne thego chaee same roix!!!	Neutral
13110	hya yo suresh katwal ka vako hou ....aba ko generation lai agadi bana dhinu ni ka saro controversy create gardako .....	Negative
10544	wowowo amazing performance parajodi ko	Positive
23963	boycott anmol pradhanang..radi ko ban	Negative
25704	bichara...teti dherai dukha garikhane mnxe lai media le interview mtr liyer time loss garaune kam ngaram	Negative
15454	he said welcome nabin ji who else notice that	Neutral
10082	you are great parson manisa ji	Positive
26003	besya haru angalna payapaxi family's birsinx..	Negative
14138	😂 mangali lai phone anyway same same hunuhunxa 😍	Neutral
26110	chudal is simple type ko manche kharo kura, neupane buda sankay chan. misunderstood vako raycha buda haru ko. bp high 😆. symbol of society 😳😆 manaviya dharma bhanda party dharma thulo.	Neutral
11291	nitu moti vako hotw sachinai	Negative
31446	very clean dance parajd roaring ko last ma 2 wata mistake bhayeko chha	Positive
13996	and what if suyog replies : geet sunnunxa ? 🤣	Neutral
13182	tero midya pani gaf	Negative
24960	sanjeev sir politics ma aaunu parxa aba.	Neutral
19039	rajneeti ra rapper same ho rhym milaudai bolxan	Neutral
16189	take rest jagadish g ..	Neutral
20174	ganesh ajhoi pani charge ma interview didai xa haha ganesh addiction	Neutral
13900	dhanbari kodobari tira dance garnu laune yo baklor ko hou hehhehe. tara ramri xa beiniharu keep it up	Negative
20707	ujjwal shahiii.. hat's uuppp......good leadership tapaii ko style khatra. prajjwal phuyal mathi hamala...	Positive
26581	gareko paisa jati swiss bank maa	Neutral
27058	nilam dhungana attitude tw 😛😝😜	Neutral
13469	yo ghus line police ya karmachari lai nillaman garnu parxa good news ubaraj sir	Positive
23478	abo janta ek jut vara sujan sunar anmol sunar ko movie boycott garnu parcha pachi line ma aamcha	Negative
25977	answer dine word nai xaina yas bare yasta sarkarka sallakar lai	Neutral
17238	daya maya navako manche yestai hun kunai dan hjrko pani dan yestai aayoux	Negative
13256	yo neta haru afghanistan jasto hal grauna lai mcc lagu gari rahe x mcc murda baad jay nepal	Negative
13385	25:10 ma hamro p.m. saleen jeu le katti dhyan diyera hernu vayeko ☺ 🤗 j hos kei hunxa ki vanera khuc lageko xa ... p.m. jeu garera dekhaunu hola	Positive
14653	don't worry india ma chai herney ho.... parashmani pandey ko mat eldam sahi ho... how is it a videshi film?? agar bibek bk has done so then let's boycott him n his son....	Negative
13611	now you will get a new one perfect 🙂 but tyo bhalulai chahi nachoddd salii bhalu laai teha nepalko mediamaa aaish abaw indiako mediama ni jaaaaa.........	Negative
16227	ramdhulai dinu hai first 🥇	Negative
11446	so sad, they deserve to be a winner. 😭 harek show ma 30/30 pauda pani	Neutral
15052	team durga you proved it.	Positive
27488	wow dr.toshima sunar 🥰	Positive
21573	nidhi ko ntk over vayo	Negative
26172	tikaram yaatri also dung of so-called gathabandhan	Negative
26026	s1 dekhi ko fauvourite , mr.choktira	Positive
12617	life k hoo yesto yll dhuka matri 🖕	Negative
20555	powerful full package music 🎶. aba nepal ko harek film banda garna paryo kinaki teha pani rape gareko barma gayera nango dance gareko dekhauxa so stop all entertainment sector..	Negative
15728	daal ma kalo dekhiyo meyar kina murkh ma thedi thoker base ki huna???really she is very bad lady.	Negative
12709	much love nirmal dai hjurko knowledge ko fan ho dai ma	Positive
14281	salute to lahure xori and aafno log lagi vye pni forgive garyau heads off laure	Positive
31023	chiyawali song iam waiting	Neutral
12883	malai man parne gayak	Positive
12959	just love the way yatri ji asked questions and shrinkhala ji gives answer. such a fruitful conversation.	Positive
19687	yo nepali so ho ki english so ho	Neutral
10664	thank you ap1 for bringing bhusan dahal..	Positive
10043	rama pradhanang is a great leader who speaks truth not doing chakri to other.	Positive
27234	nahunu mama bhandha kano mama bes	Neutral
10755	question k sode ko damala ji..... i am not familiar with all journalism practices, but i am certain that this is not the appropriate approach to interact with the victims.	Negative
25259	hoit poila ko mayar harulai kaile sodnu nasakne haru aaile kshitiz lai pelne are making me angry ? fuck this kind of citizens vako mayar lai sodne ho garnu force garne ho .	Negative
20953	boli ma dam chh pg team good luck	Positive
21069	mero pni aasu dherai aayo ❤️❤️❤️❤️😖	Neutral
17086	wow dada didi derai derai ramailo lagyo dohori?	Positive
10296	chetan daa love u so much dimag kharab 😂 ❤️ pugu	Positive
14333	nepali film industry ko tiger mero.... tiger dada.... miss you lop u dada	Positive
19562	wow so nice handwriting dd ma pani tari garchu	Positive
31911	archu was the already a winner far far ago... competition nai xaina koi sanga. jd came copying other's choreography from ibd.	Neutral
31128	kaa ko kt raixa yesto	Neutral
26774	harvard ma paying ma ho ki scholarship ma? i heard paying ma ho..which is very expensive	Neutral
25899	mug supari nikalera bol	Negative
16130	nitesh ko betha uslai nai tha hola , yettikai kosailay aafno bau aama lai naramro vandaina , sabai ko bau aama lay chora chori lai khusi nai deko hunxa vanni pani hudaina , addicted xa tyo naramro kura hola tara he is a pure hearted person. may god bless him and his family.	Neutral
13935	waste kti 🙄 what is sorry guys !!!!	Negative
11189	tapaiko live chahi sukhamay bityon	Positive
15139	thank you tika sir.ramro manxa linu vayako maa	Positive
20297	this time dd le right kura garnu bho	Positive
25257	kapalll kanayo budooo le 🤣	Neutral
31523	dharahara wala part kanira xa mention gardim na kasaile	Neutral
27609	manoj manav first view	Neutral
24691	sadhai vari yasari nai happy hunu hoss jasto sukai dhukha sukhama yak arkako satha dinuhoss . dada n didi i love 💕 you	Positive
19936	euta geet gaunus 😭	Neutral
31860	dharai maya lago malai bichara 😭	Neutral
13582	auta kura clear vayenw ki jaba baby lai tetro garho vairako thyo tapai chahi kashari nidaunw saknuvo sis bish khuwayeko babe tw chhatpatiyo hola testo vomit garerw aankha chimli sakeko baacha ratvari dudh nakhada hjr ly kei yad garnu vayenw	Negative
17109	yo mug pokhara buspark ko famous chor buspark matra hoina pokhara ko famous chor ho	Negative
14713	anuj ko team out vaya sagai , dancing stars herna xoddenexu	Negative
24715	kati ramro voicexa bainiko.keep it up sis.god bless u.	Positive
10426	yo result ekdum unfair nai ho 100% i dnt know reason k ho #vhima u r best choreographer nobody can compete with you .winner huni snga tapai jati strength creativity xaina tapai dherai agadi	Negative
11980	sumit lae mtra hain aily smma ko sabai mayor lae pni question ans garnu paryo!	Neutral
17159	gulshan new huda sadikchhyale kati gently ani caring vayera space didai guide gardai lageko thiyo but aja dukh lagyo , sumanko attitude badheko dekhera. sadikchhya lai nai overtake gardai bona ni nadi afai matra boleko alik balance vayena.	Negative
21103	miya sis happy ramadan muslim celebrate suru vayo ta!!!!ani ma hjr lai euta question 1) hindu haru le tich ra dashin tihar ma holiday dinxa tara kin muslim ko festivals ma holiday dindaina ke you anya ra attya char hoina ra?	Neutral
10951	sharma goes like hami tw heray ko herai...............	Neutral
19591	aama buwa ko maya yestai hunx sabai ly aafno baba aama ly sadai maya garum love you both aama and baba dherai ramro aama baba	Neutral
23038	this right here is the result of lack of love from dad's side ani dad 15/20yrs abroad maa base paxi mom ko arko relation bata emotionally broken + rap nahaan vanera afno career chase garna nadeko mentally demotivated ho.	Neutral
20572	ronit jodi 29 dinu vayo thank you but 30 dinu parney ho but tyo mistake hola tar hamilton berda aaru vanda badi ramro thiyo ♥️♥️	Neutral
10493	kathmandu and keshav .... never has another choice...	Neutral
13042	maoists communist khattam vayo aspali chi chi thukka	Negative
22808	1st din tw sab lai 10 dene ho ane next episod bata chai judge garera points dena parne ho ....	Neutral
15704	yo mc rashi dgamla mg ..k khalko manxe ho mg ....k khalko prasn sodh x mg ....ho vnya ris matra uthx vnya ...yll	Negative
19035	kun pati bata utheka xan	Neutral
25682	ghatilai jod dida paxi kei prblm aauna skxa hola dherai geet nagaunu 😔	Neutral
19143	no mcc but gynendra. bolinee tarika chaina.	Negative
18120	yo galti katako ho kateko hoina i hate boy...	Negative
14584	debut film mani ramro acting garnu vko x aliza g bless u n durgesh too	Positive
13893	talai radi congress ko baijat tero narka ma baasss hos	Negative
14857	dui wota driver kina??tyo pani wo bela.... replace garda huntheyo ne baru single driver 🤔	Neutral
16430	nonsense..bohara chor. nepali janata and nipesh nipesh.nipesh.nipesh nipesh	Negative
15075	next guest babita ma’am. pls!	Neutral
27185	ko hou yesto pagal akha jastei budde	Negative
17737	aaja first time givina sister ko interview herna paiyo you are great sister	Positive
27148	proud to be sainikian . 🇳🇵🇳🇵🇳🇵	Positive
31064	sujan ko good news lai wait gari ra cham hami australia	Neutral
21946	nice joke of the year sala kutta dinesh dc !!!!	Negative
16062	no mcc aru kura garnai pardaina mcc rasta ghhati xa no mcc chaidaina firta laijau 🙏	Negative
25768	finalist should be binisha ko jodi,aru sabbai jodi yautai level ko xa except dhiraj rai .let’s see all about votes.	Neutral
22247	no mcc hamilai mcc chaidain	Negative
23998	boka hunxa vaner rune paxi rune hahaha good boka vai	Neutral
16753	yo filim kasari desdrohi filim vayo	Neutral
17223	yo background music 🎶 kun hola?	Neutral
26803	yo mc sabin ki kisi muji bolne tarika xaina afu mtra bolera arulai bolne khate	Negative
26635	bikash bhai is truly a hero	Positive
11680	jyai sarai thik rahe6. nice jodi ♥️♥️	Positive
22736	shrinkhala real jodi akash nai hoke	Positive
31033	dhiraj rai dance dherai ramro theyo yo nirmala le dance bigarda ni kina yesto ho she should out from this show	Negative
12167	ta radiko xora chor muji khate 2 kaudiko muji khate radiko xora chor muji thukka thero dhadh khsuki ne gari hanesi thaa hunx muji chor khate thukka muji chor	Negative
22062	atinai ramro x dance song all perfect aru kura sudhir g ko husband wife video sang hern man x plzzzzz	Positive
31039	gyannindra sahai 100% right yo sala yasto nalayak nyata le garda hamro nepal dhyash nai rahadaina no need mcc	Negative
24195	henxome and valdami hero akash shrestha ❣️❣️❣️	Positive
18347	solute to sony lawar, alina sharma bharatiya dalal ho adi tapai lai jannu xa bhane twitter ma ckeck garnu hola.#bigvalleymedia	Negative
26989	well said baburam ji 👏	Positive
27643	sama didi, ra dwarika sir ... tapai haru lai salam xa. 😊	Positive
13742	always best raju....keep best ...rojring.......	Positive
22380	god bless you grandmother .ajhai swastha lav ko kamana .	Neutral
26569	ma 5 week ko pregnant ho ra malai ali thyroid dekhera 25.5 ko medicine denu bhayo ra last week dekhi khadai chu k aisles baby lai asar garcha	Neutral
12485	vai tyo tapaile kinnu vayako jaga jamin tapaiko mamma garnus tey vayra aimaiko namma ma sampati pass garyo vane gamanda le fulaxa so plz b care	Negative
26230	t fataha american dalal 12 bhai	Negative
24375	wow congratulation gulshan and xiring rojring 💓 mero best team le nai jityo	Positive
24875	ramro cha binit dai good	Positive
14418	maarer nafaldier k doryaiheko?	Negative
11696	kasto mug ho yo dhungana k qsn garxa yrr	Negative
18628	“raja aayo raja bajaidinxha baja”good job paras sarkar	Positive
